1st data: correct? 0: correct_number? 0.0: accuracy? 0.0
64st data: correct? 1: correct_number? 49.0: accuracy? 76.5625
65st data: correct? 0: correct_number? 49.0: accuracy? 75.38461538461539
66st data: correct? 1: correct_number? 50.0: accuracy? 75.75757575757575
67st data: correct? 1: correct_number? 51.0: accuracy? 76.11940298507463
68st data: correct? 1: correct_number? 52.0: accuracy? 76.47058823529412
69st data: correct? 0: correct_number? 52.0: accuracy? 75.36231884057972
70st data: correct? 1: correct_number? 53.0: accuracy? 75.71428571428571
71st data: correct? 1: correct_number? 54.0: accuracy? 76.05633802816901
72st data: correct? 1: correct_number? 55.0: accuracy? 76.38888888888889
73st data: correct? 1: correct_number? 56.0: accuracy? 76.71232876712328
74st data: correct? 1: correct_number? 57.0: accuracy? 77.02702702702703
75st data: correct? 0: correct_number? 57.0: accuracy? 76.0
76st data: correct? 0: correct_number? 57.0: accuracy? 75.0
77st data: correct? 0: correct_number? 57.0: accuracy? 74.02597402597402
78st data: correct? 0: correct_number? 57.0: accuracy? 73.07692307692307
79st data: correct? 1: correct_number? 58.0: accuracy? 73.41772151898735
80st data: correct? 1: correct_number? 59.0: accuracy? 73.75
81st data: correct? 1: correct_number? 60.0: accuracy? 74.07407407407408
82st data: correct? 1: correct_number? 61.0: accuracy? 74.39024390243902
83st data: correct? 1: correct_number? 62.0: accuracy? 74.69879518072288
84st data: correct? 0: correct_number? 62.0: accuracy? 73.80952380952381
85st data: correct? 1: correct_number? 63.0: accuracy? 74.11764705882354
86st data: correct? 1: correct_number? 64.0: accuracy? 74.4186046511628
87st data: correct? 1: correct_number? 65.0: accuracy? 74.71264367816092
88st data: correct? 1: correct_number? 66.0: accuracy? 75.0
89st data: correct? 1: correct_number? 67.0: accuracy? 75.28089887640449
90st data: correct? 1: correct_number? 68.0: accuracy? 75.55555555555556
91st data: correct? 1: correct_number? 69.0: accuracy? 75.82417582417582
92st data: correct? 1: correct_number? 70.0: accuracy? 76.08695652173914
93st data: correct? 0: correct_number? 70.0: accuracy? 75.26881720430107
94st data: correct? 1: correct_number? 71.0: accuracy? 75.53191489361703
95st data: correct? 1: correct_number? 72.0: accuracy? 75.78947368421053
96st data: correct? 1: correct_number? 73.0: accuracy? 76.04166666666666
97st data: correct? 1: correct_number? 74.0: accuracy? 76.28865979381443
98st data: correct? 1: correct_number? 75.0: accuracy? 76.53061224489795
99st data: correct? 0: correct_number? 75.0: accuracy? 75.75757575757575
100st data: correct? 1: correct_number? 76.0: accuracy? 76.0
101st data: correct? 0: correct_number? 76.0: accuracy? 75.24752475247524
102st data: correct? 1: correct_number? 77.0: accuracy? 75.49019607843137
103st data: correct? 1: correct_number? 78.0: accuracy? 75.72815533980582
104st data: correct? 1: correct_number? 79.0: accuracy? 75.96153846153845
105st data: correct? 1: correct_number? 80.0: accuracy? 76.19047619047619
106st data: correct? 1: correct_number? 81.0: accuracy? 76.41509433962264
107st data: correct? 1: correct_number? 82.0: accuracy? 76.63551401869158
108st data: correct? 1: correct_number? 83.0: accuracy? 76.85185185185185
109st data: correct? 1: correct_number? 84.0: accuracy? 77.06422018348624
110st data: correct? 1: correct_number? 85.0: accuracy? 77.27272727272727
111st data: correct? 0: correct_number? 85.0: accuracy? 76.57657657657657
112st data: correct? 1: correct_number? 86.0: accuracy? 76.78571428571429
113st data: correct? 1: correct_number? 87.0: accuracy? 76.99115044247787
114st data: correct? 0: correct_number? 87.0: accuracy? 76.31578947368422
115st data: correct? 1: correct_number? 88.0: accuracy? 76.52173913043478
116st data: correct? 1: correct_number? 89.0: accuracy? 76.72413793103449
117st data: correct? 1: correct_number? 90.0: accuracy? 76.92307692307693
118st data: correct? 0: correct_number? 90.0: accuracy? 76.27118644067797
119st data: correct? 1: correct_number? 91.0: accuracy? 76.47058823529412
120st data: correct? 0: correct_number? 91.0: accuracy? 75.83333333333333
121st data: correct? 1: correct_number? 92.0: accuracy? 76.03305785123968
122st data: correct? 1: correct_number? 93.0: accuracy? 76.22950819672131
123st data: correct? 0: correct_number? 93.0: accuracy? 75.60975609756098
124st data: correct? 1: correct_number? 94.0: accuracy? 75.80645161290323
125st data: correct? 1: correct_number? 95.0: accuracy? 76.0
126st data: correct? 1: correct_number? 96.0: accuracy? 76.19047619047619
127st data: correct? 0: correct_number? 96.0: accuracy? 75.59055118110236
128st data: correct? 0: correct_number? 96.0: accuracy? 75.0
129st data: correct? 1: correct_number? 97.0: accuracy? 75.1937984496124
130st data: correct? 1: correct_number? 98.0: accuracy? 75.38461538461539
131st data: correct? 1: correct_number? 99.0: accuracy? 75.57251908396947
132st data: correct? 1: correct_number? 100.0: accuracy? 75.75757575757575
133st data: correct? 1: correct_number? 101.0: accuracy? 75.93984962406014
134st data: correct? 1: correct_number? 102.0: accuracy? 76.11940298507463
135st data: correct? 1: correct_number? 103.0: accuracy? 76.29629629629629
136st data: correct? 1: correct_number? 104.0: accuracy? 76.47058823529412
137st data: correct? 0: correct_number? 104.0: accuracy? 75.91240875912408
138st data: correct? 1: correct_number? 105.0: accuracy? 76.08695652173914
139st data: correct? 1: correct_number? 106.0: accuracy? 76.2589928057554
140st data: correct? 1: correct_number? 107.0: accuracy? 76.42857142857142
141st data: correct? 1: correct_number? 108.0: accuracy? 76.59574468085107
142st data: correct? 0: correct_number? 108.0: accuracy? 76.05633802816901
143st data: correct? 0: correct_number? 108.0: accuracy? 75.52447552447552
144st data: correct? 0: correct_number? 108.0: accuracy? 75.0
145st data: correct? 1: correct_number? 109.0: accuracy? 75.17241379310344
146st data: correct? 1: correct_number? 110.0: accuracy? 75.34246575342466
147st data: correct? 1: correct_number? 111.0: accuracy? 75.51020408163265
148st data: correct? 1: correct_number? 112.0: accuracy? 75.67567567567568
149st data1st data: correct? 1: correct_number? 1.0: accuracy? 100.0
2st data: correct? 1: correct_number? 2.0: accuracy? 100.0
3st data: correct? 1: correct_number? 3.0: accuracy? 100.0
4st data: correct? 1: correct_number? 4.0: accuracy? 100.0
5st data: correct? 1: correct_number? 5.0: accuracy? 100.0
6st data6st data: correct? 0: correct_number? 5.0: accuracy? 83.33333333333334
7st data: correct? 1: correct_number? 6.0: accuracy? 85.71428571428571
8st data: correct? 1: correct_number? 7.0: accuracy? 87.5
9st data: correct? 1: correct_number? 8.0: accuracy? 88.88888888888889
10st data: correct? 1: correct_number? 9.0: accuracy? 90.0
11st data: correct? 1: correct_number? 10.0: accuracy? 90.9090909090909
12st data: correct? 1: correct_number? 11.0: accuracy? 91.66666666666666
13st data: correct? 1: correct_number? 12.0: accuracy? 92.3076923076923
14st data: correct? 1: correct_number? 13.0: accuracy? 92.85714285714286
15st data: correct? 1: correct_number? 14.0: accuracy? 93.33333333333333
16st data: correct? 1: correct_number? 15.0: accuracy? 93.75
17st data: correct? 1: correct_number? 16.0: accuracy? 94.11764705882352
18st data: correct? 1: correct_number? 17.0: accuracy? 94.44444444444444
19st data: correct? 0: correct_number? 17.0: accuracy? 89.47368421052632
20st data: correct? 1: correct_number? 18.0: accuracy? 90.0
21st data: correct? 0: correct_number? 18.0: accuracy? 85.71428571428571
22st data: correct? 0: correct_number? 18.0: accuracy? 81.81818181818183
23st data: correct? 1: correct_number? 19.0: accuracy? 82.6086956521739
24st data: correct? 1: correct_number? 20.0: accuracy? 83.33333333333334
25st data: correct? 1: correct_number? 21.0: accuracy? 84.0
26st data: correct? 1: correct_number? 22.0: accuracy? 84.61538461538461
27st data: correct? 1: correct_number? 23.0: accuracy? 85.18518518518519
28st data: correct? 1: correct_number? 24.0: accuracy? 85.71428571428571
29st data: correct? 1: correct_number? 25.0: accuracy? 86.20689655172413
30st data: correct? 1: correct_number? 26.0: accuracy? 86.66666666666667
31st data: correct? 1: correct_number? 27.0: accuracy? 87.09677419354838
32st data: correct? 1: correct_number? 28.0: accuracy? 87.5
33st data: correct? 0: correct_number? 28.0: accuracy? 84.84848484848484
34st data: correct? 1: correct_number? 29.0: accuracy? 85.29411764705883
35st data: correct? 1: correct_number? 30.0: accuracy? 85.71428571428571
36st data: correct? 1: correct_number? 31.0: accuracy? 86.11111111111111
37st data: correct? 1: correct_number? 32.0: accuracy? 86.48648648648648
38st data: correct? 1: correct_number? 33.0: accuracy? 86.8421052631579
39st data: correct? 0: correct_number? 33.0: accuracy? 84.61538461538461
40st data: correct? 0: correct_number? 33.0: accuracy? 82.5
41st data: correct? 1: correct_number? 34.0: accuracy? 82.92682926829268
42st data: correct? 1: correct_number? 35.0: accuracy? 83.33333333333334
43st data: correct? 1: correct_number? 36.0: accuracy? 83.72093023255815
44st data: correct? 0: correct_number? 36.0: accuracy? 81.81818181818183
45st data: correct? 1: correct_number? 37.0: accuracy? 82.22222222222221
46st data: correct? 1: correct_number? 38.0: accuracy? 82.6086956521739
47st data: correct? 1: correct_number? 39.0: accuracy? 82.97872340425532
48st data: correct? 1: correct_number? 40.0: accuracy? 83.33333333333334
49st data: correct? 0: correct_number? 40.0: accuracy? 81.63265306122449
50st data: correct? 1: correct_number? 41.0: accuracy? 82.0
51st data: correct? 1: correct_number? 42.0: accuracy? 82.35294117647058
52st data: correct? 0: correct_number? 42.0: accuracy? 80.76923076923077
53st data: correct? 1: correct_number? 43.0: accuracy? 81.13207547169812
54st data: correct? 1: correct_number? 44.0: accuracy? 81.48148148148148
55st data: correct? 1: correct_number? 45.0: accuracy? 81.81818181818183
56st data: correct? 1: correct_number? 46.0: accuracy? 82.14285714285714
57st data: correct? 1: correct_number? 47.0: accuracy? 82.45614035087719
58st data: correct? 1: correct_number? 48.0: accuracy? 82.75862068965517
59st data: correct? 0: correct_number? 48.0: accuracy? 81.35593220338984
60st data: correct? 1: correct_number? 49.0: accuracy? 81.66666666666667
61st data: correct? 1: correct_number? 50.0: accuracy? 81.9672131147541
62st data: correct? 0: correct_number? 50.0: accuracy? 80.64516129032258
63st data: correct? 0: correct_number? 50.0: accuracy? 79.36507936507937
64st data: correct? 1: correct_number? 51.0: accuracy? 79.6875
65st data: correct? 0: correct_number? 51.0: accuracy? 78.46153846153847
66st data: correct? 1: correct_number? 52.0: accuracy? 78.78787878787878
67st data: correct? 1: correct_number? 53.0: accuracy? 79.1044776119403
68st data: correct? 1: correct_number? 54.0: accuracy? 79.41176470588235
69st data: correct? 0: correct_number? 54.0: accuracy? 78.26086956521739
70st data: correct? 0: correct_number? 54.0: accuracy? 77.14285714285715
71st data: correct? 1: correct_number? 55.0: accuracy? 77.46478873239437
72st data: correct? 1: correct_number? 56.0: accuracy? 77.77777777777779
73st data: correct? 1: correct_number? 57.0: accuracy? 78.08219178082192
74st data: correct? 1: correct_number? 58.0: accuracy? 78.37837837837837
75st data: correct? 0: correct_number? 58.0: accuracy? 77.33333333333333
76st data: correct? 0: correct_number? 58.0: accuracy? 76.31578947368422
77st data: correct? 1: correct_number? 59.0: accuracy? 76.62337662337663
78st data: correct? 1: correct_number? 60.0: accuracy? 76.92307692307693
79st data: correct? 1: correct_number? 61.0: accuracy? 77.21518987341773
80st data: correct? 1: correct_number? 62.0: accuracy? 77.5
81st data: correct? 1: correct_number? 63.0: accuracy? 77.77777777777779
82st data: correct? 1: correct_number? 64.0: accuracy? 78.04878048780488
83st data: correct? 0: correct_number? 64.0: accuracy? 77.10843373493977
84st data: correct? 1: correct_number? 65.0: accuracy? 77.38095238095238
85st data: correct? 1: correct_number? 66.0: accuracy? 77.64705882352942
86st data: correct? 1: correct_number? 67.0: accuracy? 77.90697674418605
87st data: correct? 1: correct_number? 68.0: accuracy? 78.16091954022988
88st data: correct? 1: correct_number? 69.0: accuracy? 78.4090909090909
89st data: correct? 1: correct_number? 70.0: accuracy? 78.65168539325843
90st data: correct? 1: correct_number? 71.0: accuracy? 78.88888888888889
91st data: correct? 0: correct_number? 71.0: accuracy? 78.02197802197803
92st data: correct? 1: correct_number? 72.0: accuracy? 78.26086956521739
93st data: correct? 1: correct_number? 73.0: accuracy? 78.49462365591397
94st data: correct? 1: correct_number? 74.0: accuracy? 78.72340425531915
95st data: correct? 1: correct_number? 75.0: accuracy? 78.94736842105263
96st data: correct? 1: correct_number? 76.0: accuracy? 79.16666666666666
97st data: correct? 1: correct_number? 77.0: accuracy? 79.38144329896907
98st data: correct? 1: correct_number? 78.0: accuracy? 79.59183673469387
99st data: correct? 0: correct_number? 78.0: accuracy? 78.78787878787878
100st data: correct? 1: correct_number? 79.0: accuracy? 79.0
101st data: correct? 0: correct_number? 79.0: accuracy? 78.21782178217822
102st data: correct? 1: correct_number? 80.0: accuracy? 78.43137254901961
103st data: correct? 1: correct_number? 81.0: accuracy? 78.64077669902912
104st data: correct? 0: correct_number? 81.0: accuracy? 77.88461538461539
105st data: correct? 1: correct_number? 82.0: accuracy? 78.0952380952381
106st data: correct? 1: correct_number? 83.0: accuracy? 78.30188679245283
107st data: correct? 1: correct_number? 84.0: accuracy? 78.50467289719626
108st data: correct? 1: correct_number? 85.0: accuracy? 78.70370370370371
109st data: correct? 1: correct_number? 86.0: accuracy? 78.89908256880734
110st data: correct? 0: correct_number? 86.0: accuracy? 78.18181818181819
111st data: correct? 0: correct_number? 86.0: accuracy? 77.47747747747748
112st data: correct? 1: correct_number? 87.0: accuracy? 77.67857142857143
113st data: correct? 1: correct_number? 88.0: accuracy? 77.87610619469027
114st data: correct? 1: correct_number? 89.0: accuracy? 78.0701754385965
115st data: correct? 1: correct_number? 90.0: accuracy? 78.26086956521739
116st data: correct? 1: correct_number? 91.0: accuracy? 78.44827586206897
117st data: correct? 1: correct_number? 92.0: accuracy? 78.63247863247864
118st data: correct? 0: correct_number? 92.0: accuracy? 77.96610169491525
119st data6st data: correct? 1: correct_number? 6.0: accuracy? 100.0
7st data: correct? 1: correct_number? 7.0: accuracy? 100.0
8st data: correct? 1: correct_number? 8.0: accuracy? 100.0
9st data: correct? 1: correct_number? 9.0: accuracy? 100.0
10st data: correct? 1: correct_number? 10.0: accuracy? 100.0
11st data: correct? 1: correct_number? 11.0: accuracy? 100.0
12st data: correct? 1: correct_number? 12.0: accuracy? 100.0
13st data: correct? 0: correct_number? 12.0: accuracy? 92.3076923076923
14st data: correct? 1: correct_number? 13.0: accuracy? 92.85714285714286
15st data: correct? 1: correct_number? 14.0: accuracy? 93.33333333333333
16st data: correct? 0: correct_number? 14.0: accuracy? 87.5
17st data: correct? 1: correct_number? 15.0: accuracy? 88.23529411764706
18st data: correct? 1: correct_number? 16.0: accuracy? 88.88888888888889
19st data: correct? 0: correct_number? 16.0: accuracy? 84.21052631578947
20st data: correct? 1: correct_number? 17.0: accuracy? 85.0
21st data: correct? 0: correct_number? 17.0: accuracy? 80.95238095238095
22st data: correct? 0: correct_number? 17.0: accuracy? 77.27272727272727
23st data: correct? 0: correct_number? 17.0: accuracy? 73.91304347826086
24st data: correct? 1: correct_number? 18.0: accuracy? 75.0
25st data: correct? 1: correct_number? 19.0: accuracy? 76.0
26st data: correct? 1: correct_number? 20.0: accuracy? 76.92307692307693
27st data: correct? 1: correct_number? 21.0: accuracy? 77.77777777777779
28st data: correct? 1: correct_number? 22.0: accuracy? 78.57142857142857
29st data: correct? 0: correct_number? 22.0: accuracy? 75.86206896551724
30st data: correct? 1: correct_number? 23.0: accuracy? 76.66666666666667
31st data: correct? 1: correct_number? 24.0: accuracy? 77.41935483870968
32st data: correct? 1: correct_number? 25.0: accuracy? 78.125
33st data: correct? 0: correct_number? 25.0: accuracy? 75.75757575757575
34st data: correct? 1: correct_number? 26.0: accuracy? 76.47058823529412
35st data: correct? 1: correct_number? 27.0: accuracy? 77.14285714285715
36st data: correct? 1: correct_number? 28.0: accuracy? 77.77777777777779
37st data: correct? 1: correct_number? 29.0: accuracy? 78.37837837837837
38st data: correct? 1: correct_number? 30.0: accuracy? 78.94736842105263
39st data: correct? 1: correct_number? 31.0: accuracy? 79.48717948717949
40st data: correct? 1: correct_number? 32.0: accuracy? 80.0
41st data: correct? 1: correct_number? 33.0: accuracy? 80.48780487804879
42st data: correct? 1: correct_number? 34.0: accuracy? 80.95238095238095
43st data: correct? 1: correct_number? 35.0: accuracy? 81.3953488372093
44st data: correct? 1: correct_number? 36.0: accuracy? 81.81818181818183
45st data: correct? 1: correct_number? 37.0: accuracy? 82.22222222222221
46st data: correct? 1: correct_number? 38.0: accuracy? 82.6086956521739
47st data: correct? 1: correct_number? 39.0: accuracy? 82.97872340425532
48st data: correct? 0: correct_number? 39.0: accuracy? 81.25
49st data: correct? 0: correct_number? 39.0: accuracy? 79.59183673469387
50st data: correct? 1: correct_number? 40.0: accuracy? 80.0
51st data: correct? 1: correct_number? 41.0: accuracy? 80.3921568627451
52st data: correct? 1: correct_number? 42.0: accuracy? 80.76923076923077
53st data: correct? 1: correct_number? 43.0: accuracy? 81.13207547169812
54st data: correct? 1: correct_number? 44.0: accuracy? 81.48148148148148
55st data: correct? 1: correct_number? 45.0: accuracy? 81.81818181818183
56st data: correct? 1: correct_number? 46.0: accuracy? 82.14285714285714
57st data: correct? 1: correct_number? 47.0: accuracy? 82.45614035087719
58st data: correct? 1: correct_number? 48.0: accuracy? 82.75862068965517
59st data: correct? 0: correct_number? 48.0: accuracy? 81.35593220338984
60st data: correct? 1: correct_number? 49.0: accuracy? 81.66666666666667
61st data: correct? 1: correct_number? 50.0: accuracy? 81.9672131147541
62st data: correct? 0: correct_number? 50.0: accuracy? 80.64516129032258
63st data: correct? 1: correct_number? 51.0: accuracy? 80.95238095238095
64st data: correct? 1: correct_number? 52.0: accuracy? 81.25
65st data: correct? 0: correct_number? 52.0: accuracy? 80.0
66st data: correct? 1: correct_number? 53.0: accuracy? 80.3030303030303
67st data: correct? 1: correct_number? 54.0: accuracy? 80.59701492537313
68st data: correct? 1: correct_number? 55.0: accuracy? 80.88235294117648
69st data: correct? 0: correct_number? 55.0: accuracy? 79.71014492753623
70st data: correct? 1: correct_number? 56.0: accuracy? 80.0
71st data: correct? 1: correct_number? 57.0: accuracy? 80.28169014084507
72st data: correct? 1: correct_number? 58.0: accuracy? 80.55555555555556
73st data: correct? 1: correct_number? 59.0: accuracy? 80.82191780821918
74st data: correct? 1: correct_number? 60.0: accuracy? 81.08108108108108
75st data: correct? 1: correct_number? 61.0: accuracy? 81.33333333333333
76st data: correct? 1: correct_number? 62.0: accuracy? 81.57894736842105
77st data: correct? 1: correct_number? 63.0: accuracy? 81.81818181818183
78st data: correct? 1: correct_number? 64.0: accuracy? 82.05128205128204
79st data: correct? 1: correct_number? 65.0: accuracy? 82.27848101265823
80st data: correct? 1: correct_number? 66.0: accuracy? 82.5
81st data: correct? 1: correct_number? 67.0: accuracy? 82.71604938271605
82st data: correct? 1: correct_number? 68.0: accuracy? 82.92682926829268
83st data: correct? 0: correct_number? 68.0: accuracy? 81.92771084337349
84st data: correct? 0: correct_number? 68.0: accuracy? 80.95238095238095
85st data: correct? 1: correct_number? 69.0: accuracy? 81.17647058823529
86st data: correct? 1: correct_number? 70.0: accuracy? 81.3953488372093
87st data: correct? 1: correct_number? 71.0: accuracy? 81.60919540229885
88st data: correct? 1: correct_number? 72.0: accuracy? 81.81818181818183
89st data: correct? 1: correct_number? 73.0: accuracy? 82.02247191011236
90st data: correct? 0: correct_number? 73.0: accuracy? 81.11111111111111
91st data: correct? 0: correct_number? 73.0: accuracy? 80.21978021978022
92st data: correct? 1: correct_number? 74.0: accuracy? 80.43478260869566
93st data: correct? 0: correct_number? 74.0: accuracy? 79.56989247311827
94st data: correct? 1: correct_number? 75.0: accuracy? 79.7872340425532
95st data: correct? 1: correct_number? 76.0: accuracy? 80.0
96st data: correct? 1: correct_number? 77.0: accuracy? 80.20833333333334
97st data: correct? 1: correct_number? 78.0: accuracy? 80.41237113402062
98st data: correct? 1: correct_number? 79.0: accuracy? 80.61224489795919
99st data: correct? 0: correct_number? 79.0: accuracy? 79.7979797979798
100st data: correct? 1: correct_number? 80.0: accuracy? 80.0
101st data: correct? 0: correct_number? 80.0: accuracy? 79.20792079207921
102st data: correct? 1: correct_number? 81.0: accuracy? 79.41176470588235
103st data: correct? 1: correct_number? 82.0: accuracy? 79.6116504854369
104st data: correct? 0: correct_number? 82.0: accuracy? 78.84615384615384
105st data: correct? 1: correct_number? 83.0: accuracy? 79.04761904761905
106st data: correct? 0: correct_number? 83.0: accuracy? 78.30188679245283
107st data: correct? 1: correct_number? 84.0: accuracy? 78.50467289719626
108st data: correct? 1: correct_number? 85.0: accuracy? 78.70370370370371
109st data: correct? 1: correct_number? 86.0: accuracy? 78.89908256880734
110st data: correct? 0: correct_number? 86.0: accuracy? 78.18181818181819
111st data: correct? 1: correct_number? 87.0: accuracy? 78.37837837837837
112st data: correct? 1: correct_number? 88.0: accuracy? 78.57142857142857
113st data: correct? 1: correct_number? 89.0: accuracy? 78.76106194690266
114st data: correct? 1: correct_number? 90.0: accuracy? 78.94736842105263
115st data: correct? 1: correct_number? 91.0: accuracy? 79.13043478260869
116st data: correct? 0: correct_number? 91.0: accuracy? 78.44827586206897
117st data: correct? 1: correct_number? 92.0: accuracy? 78.63247863247864
118st data: correct? 0: correct_number? 92.0: accuracy? 77.96610169491525
119st data: correct? 1: correct_number? 93.0: accuracy? 78.15126050420169
120st data: correct? 0: correct_number? 93.0: accuracy? 77.5
121st data: correct? 1: correct_number? 94.0: accuracy? 77.68595041322314
122st data: correct? 1: correct_number? 95.0: accuracy? 77.8688524590164
123st data: correct? 1: correct_number? 96.0: accuracy? 78.04878048780488
124st data: correct? 1: correct_number? 97.0: accuracy? 78.2258064516129
125st data: correct? 1: correct_number? 98.0: accuracy? 78.4
126st data: correct? 1: correct_number? 99.0: accuracy? 78.57142857142857
127st data: correct? 0: correct_number? 99.0: accuracy? 77.95275590551181
128st data: correct? 0: correct_number? 99.0: accuracy? 77.34375
129st data: correct? 1: correct_number? 100.0: accuracy? 77.51937984496125
130st data: correct? 0: correct_number? 100.0: accuracy? 76.92307692307693
131st data: correct? 1: correct_number? 101.0: accuracy? 77.09923664122137
132st data: correct? 1: correct_number? 102.0: accuracy? 77.27272727272727
133st data: correct? 1: correct_number? 103.0: accuracy? 77.44360902255639
134st data: correct? 1: correct_number? 104.0: accuracy? 77.61194029850746
135st data: correct? 0: correct_number? 104.0: accuracy? 77.03703703703704
136st data: correct? 0: correct_number? 104.0: accuracy? 76.47058823529412
137st data: correct? 0: correct_number? 104.0: accuracy? 75.91240875912408
138st data: correct? 1: correct_number? 105.0: accuracy? 76.08695652173914
139st data: correct? 1: correct_number? 106.0: accuracy? 76.2589928057554
140st data: correct? 0: correct_number? 106.0: accuracy? 75.71428571428571
141st data: correct? 1: correct_number? 107.0: accuracy? 75.88652482269504
142st data: correct? 1: correct_number? 108.0: accuracy? 76.05633802816901
143st data: correct? 1: correct_number? 109.0: accuracy? 76.22377622377621
144st data: correct? 0: correct_number? 109.0: accuracy? 75.69444444444444
145st data: correct? 1: correct_number? 110.0: accuracy? 75.86206896551724
146st data: correct? 1: correct_number? 111.0: accuracy? 76.02739726027397
147st data: correct? 1: correct_number? 112.0: accuracy? 76.19047619047619
148st data: correct? 1: correct_number? 113.0: accuracy? 76.35135135135135
149st data: correct? 1: correct_number? 114.0: accuracy? 76.51006711409396
150st data: correct? 1: correct_number? 115.0: accuracy? 76.66666666666667
151st data: correct? 1: correct_number? 116.0: accuracy? 76.82119205298014
152st data: correct? 0: correct_number? 116.0: accuracy? 76.31578947368422
153st data: correct? 1: correct_number? 117.0: accuracy? 76.47058823529412
154st data: correct? 0: correct_number? 117.0: accuracy? 75.97402597402598
155st data: correct? 1: correct_number? 118.0: accuracy? 76.12903225806451
156st data
